Date,Price,Market Cap,Volume
2022-05-05,86.13603708283907,29635965555,1888644394
2022-05-06,82.6197269955426,28341147677,2146296893
2022-05-07,77.56477549899849,26565180437,2212240363
2022-05-08,68.57732203798962,23535728154,2926696392
2022-05-09,63.85641646925022,21892228418,5213839316
2022-05-10,33.14368214422263,11693885984,6489564173
2022-05-11,16.866653490347275,6530663270,11400022297
2022-05-12,1.0628781099086513,1636528517,16547891266
