Date,Price,Market Cap,Volume
2022-05-05,1.0012425866338341,18700360530,817899887
2022-05-06,1.0008412411037457,18674018450,996431870
2022-05-07,1.0001710060728073,18770471902,844306872
2022-05-08,0.9946624194392617,18708520935,2004711722
2022-05-09,0.9951857365412229,18635285318,3512113317
2022-05-10,0.7987539574633086,15682326993,1511952789
2022-05-11,0.7810631979208499,13692512964,5981604373
2022-05-12,0.7752884993177019,9910009034,1835510122
