Date,Price_Luna,Market Cap_Luna,Volume_Luna,Price_UST,Market Cap_UST,Volume_UST,Price_BTC,Market Cap_BTC,Volume_BTC
2022-05-05,86.13603708283907,29635965555,1888644394,1.001242586633834,18700360530,817899887,39699.02404125388,755764276889,31748901527
2022-05-06,82.6197269955426,28341147677,2146296893,1.0008412411037455,18674018450,996431870,36612.22954880304,696020943882,37402043366
2022-05-07,77.56477549899849,26565180437,2212240363,1.0001710060728073,18770471902,844306872,36116.394294982965,687093350325,32223287014
2022-05-08,68.57732203798962,23535728154,2926696392,0.9946624194392616,18708520935,2004711722,35573.31019883488,678702448511,19130720395
2022-05-09,63.85641646925022,21892228418,5213839316,0.9951857365412228,18635285318,3512113317,34070.31219757961,648514321642,30810576502
2022-05-10,33.14368214422263,11693885984,6489564173,0.7987539574633086,15682326993,1511952789,30269.58695662948,576197842488,58369928594
2022-05-11,16.866653490347275,6530663270,11400022297,0.7810631979208499,13692512964,5981604373,31026.93386836242,590644412747,54071363210
2022-05-12,1.0628781099086513,1636528517,16547891266,0.7752884993177019,9910009034,1835510122,28913.48836365432,549294001873,65985702702
